id,length,width,sheetsPerBox,origin,itemNameDescriptionId,thicknessId,thickness,ItemName
1668,250,204,,Cairo Glass,135,,5.5,برش برونز
446,250,204,29,Cairo Glass,135,,5.5,برش برونز
3103,250,204,30,Cairo Glass,135,,5.5,برش برونز
3348,252,204,,Saint Gobain,135,,5.5,برش برونز
3349,252,204,21,Saint Gobain,135,,5.5,برش برونز
3499,252,204,26,Saint Gobain,135,,5.5,برش برونز
4868,250,205,,Cairo Glass,135,,5.5,برش برونز
4805,250,205,33,Cairo Glass,135,,5.5,برش برونز
4329,250,210,,Cairo Glass,135,,5.5,برش برونز
4328,250,210,33,Cairo Glass,135,,5.5,برش برونز
3503,244,183,,china,135,,5.5,برش برونز
3502,244,183,45,china,135,,5.5,برش برونز
2652,,,,,136,,4,برش اخضر
1538,225,161,,Yorglas,136,,4,برش اخضر
3382,225,161,,SISECAM,137,,4,مغشى اسيد
3381,225,161,44,SISECAM,137,,4,مغشى اسيد
315,225,161,45,Yorglas,137,,4,مغشى اسيد
316,225,161,46,Yorglas,137,,4,مغشى اسيد
4687,225,165,,RIDER,137,,4,مغشى اسيد
4688,225,165,73,RIDER,137,,4,مغشى اسيد
1539,244,183,,XingHaoZhu,137,,4,مغشى اسيد
317,244,183,50,XingHaoZhu,137,,4,مغشى اسيد
2653,,,,,137,,6,مغشى اسيد
1540,244,183,,XingHaoZhu,137,,6,مغشى اسيد
318,244,183,35,XingHaoZhu,138,,6,مغشى اسيد
4363,321,200,,SISECAM,138,,6,مغشى اسيد
4364,321,200,21,SISECAM,138,,6,مغشى اسيد
4685,330,214,,RIDER,138,,6,مغشى اسيد
5074,330,214,,ZEDUAN,138,,6,مغشى اسيد
4686,330,214,25,RIDER,138,,6,مغشى اسيد
5075,330,214,25,ZEDUAN,138,,6,مغشى اسيد
5124,330,214,26,ZEDUAN,138,,6,مغشى اسيد
3308,161,225,,SISECAM,138,,6,مغشى اسيد
1541,321,225,,Yorglas,138,,6,مغشى اسيد
2999,321,225,,SISECAM,138,,6,مغشى اسيد
2998,321,225,19,SISECAM,138,,6,مغشى اسيد
319,321,225,22,Yorglas,138,,6,مغشى اسيد
4723,330,225,,RIDER,138,,6,مغشى اسيد
5076,330,225,,ZEDUAN,138,,6,مغشى اسيد
4724,330,225,24,RIDER,138,,6,مغشى اسيد
5077,330,225,25,ZEDUAN,138,,6,مغشى اسيد
2656,,,,,138,,8,مغشى اسيد
1544,321,225,,Yorglas,138,,8,مغشى اسيد
3000,321,225,,SISECAM,139,,8,مغشى اسيد
1543,321,225,,Dekor Glass,139,,8,مغشى اسيد
3039,321,225,14,SISECAM,139,,8,مغشى اسيد
321,321,225,16,Dekor Glass,139,,8,مغشى اسيد
322,321,225,17,Yorglas,139,,8,مغشى اسيد
1545,330,225,,,139,,8,مغشى اسيد
4725,330,225,,RIDER,139,,8,مغشى اسيد
5078,330,225,,ZEDUAN,139,,8,مغشى اسيد
323,330,225,16,,139,,8,مغشى اسيد
4726,330,225,18,RIDER,139,,8,مغشى اسيد
5079,330,225,19,ZEDUAN,139,,8,مغشى اسيد
2661,,,,,139,,10,مغشى اسيد
1549,321,225,,,139,,10,مغشى اسيد
1550,321,225,,Yorglas,140,,10,مغشى اسيد
3001,321,225,,SISECAM,140,,10,مغشى اسيد
3040,321,225,11,SISECAM,140,,10,مغشى اسيد
327,321,225,13,SISECAM,140,,10,مغشى اسيد
328,321,225,13,Yorglas,140,,10,مغشى اسيد
1551,330,225,,RIDER,140,,10,مغشى اسيد
5080,330,225,,ZEDUAN,140,,10,مغشى اسيد
329,330,225,14,RIDER,140,,10,مغشى اسيد
5188,330,225,14,ZEDUAN,140,,10,مغشى اسيد
5081,330,225,15,ZEDUAN,140,,10,مغشى اسيد
2663,,,,,140,,12,مغشى اسيد
1552,321,225,,Yorglas,140,,12,مغشى اسيد
330,321,225,11,Yorglas,141,,12,مغشى اسيد
3697,,,,,141,,3,مغشى اسيد
2610,,,,,141,,4,مغشى اسيد
3756,214,165,,CHINA,142,,4,مغشى ابيض
3757,214,165,35,CHINA,143,,4,مغشى ابيض
1670,220,165,,CHINA,143,,4,مغشى ابيض
448,220,165,50,CHINA,143,,4,مغشى ابيض
1671,244,183,,CHINA,143,,4,مغشى ابيض
449,244,183,53,CHINA,143,,4,مغشى ابيض
1672,330,214,,CHINA,143,,4,مغشى ابيض
450,330,214,35,CHINA,143,,4,مغشى ابيض
3698,,,,,143,,5,مغشى ابيض
2611,,,,,143,,6,مغشى ابيض
3200,321,180,,,144,,6,مغشى ابيض
3147,321,190,,,145,,6,مغشى ابيض
1673,330,215,,,145,,6,مغشى ابيض
451,330,215,24,,145,,6,مغشى ابيض
4731,,,,,145,,4,مغشى ابيض
4730,170,115,,REXI,145,,4,مغشى ابيض
4729,170,115,52,REXI,146,,4,زجاج ناري
2568,,,,,146,,3,زجاج ناري
1599,225,161,,CHINA,146,,3,زجاج ناري
3775,225,161,,SISECAM,147,,3,مرايا ابيض
4499,225,161,56,SISECAM,147,,3,مرايا ابيض
3774,225,161,57,SISECAM,147,,3,مرايا ابيض
377,225,161,82,CHINA,147,,3,مرايا ابيض
3269,244,183,,CHINA,147,,3,مرايا ابيض
3267,244,183,79,CHINA,147,,3,مرايا ابيض
3266,244,183,80,CHINA,147,,3,مرايا ابيض
2566,,,,,147,,3,مرايا ابيض
1598,225,161,,Haisen,147,,3,مرايا ابيض
376,225,161,80,Haisen,148,,3,مرايا ابيض
1600,230,161,,Bangmei,148,,3,مرايا ابيض
378,230,161,80,Bangmei,148,,3,مرايا ابيض
3055,225,165,,RIDER,148,,3,مرايا ابيض
1601,225,165,,Haisen,148,,3,مرايا ابيض
3424,225,165,,Qingdao Shining,148,,3,مرايا ابيض
4853,225,165,,Globalstar,148,,3,مرايا ابيض
379,225,165,80,Haisen,148,,3,مرايا ابيض
3423,225,165,95,Qingdao Shining,148,,3,مرايا ابيض
3056,225,165,96,RIDER,148,,3,مرايا ابيض
4854,225,165,98,Globalstar,148,,3,مرايا ابيض
1603,244,183,,Bangmei,148,,3,مرايا ابيض
1602,244,183,,Haisen,148,,3,مرايا ابيض
3053,244,183,,Benxi,148,,3,مرايا ابيض
3284,244,183,,Qingdao Shining,148,,3,مرايا ابيض
4920,244,183,,RIDER,148,,3,مرايا ابيض
4772,244,183,,Globalstar,148,,3,مرايا ابيض
5011,244,183,,JOYO,148,,3,مرايا ابيض
380,244,183,70,Haisen,148,,3,مرايا ابيض
5028,244,183,70,Globalstar,148,,3,مرايا ابيض
5012,244,183,73,JOYO,148,,3,مرايا ابيض
3054,244,183,78,Benxi,148,,3,مرايا ابيض
3285,244,183,78,Qingdao Shining,148,,3,مرايا ابيض
381,244,183,80,Bangmei,148,,3,مرايا ابيض
4490,244,183,80,Qingdao Shining,148,,3,مرايا ابيض
4921,244,183,80,RIDER,148,,3,مرايا ابيض
4773,244,183,82,Globalstar,148,,3,مرايا ابيض
5255,244,183,85,RIDER,148,,3,مرايا ابيض
3392,,,,,148,,4,مرايا ابيض
1616,244,77,,Pilkington,148,,4,مرايا ابيض
394,244,77,55,Pilkington,149,,4,مرايا ابيض صغير
1617,244,94,,Pilkington,149,,4,مرايا ابيض صغير
395,244,94,55,Pilkington,149,,4,مرايا ابيض صغير
2569,,,,,149,,4,مرايا ابيض صغير
4304,225,161,,SISECAM,149,,4,مرايا ابيض صغير
4305,225,161,43,SISECAM,150,,4,مرايا ابيض
1606,244,183,,Bangmei,150,,4,مرايا ابيض
3023,244,183,,Guardian,150,,4,مرايا ابيض
1605,244,183,,Intex,150,,4,مرايا ابيض
3024,244,183,44,Guardian,150,,4,مرايا ابيض
383,244,183,54,Intex,150,,4,مرايا ابيض
384,244,183,60,Bangmei,150,,4,مرايا ابيض
386,161,200,,SISECAM,150,,4,مرايا ابيض
3758,161,200,64,SISECAM,150,,4,مرايا ابيض
1608,321,200,,SISECAM,150,,4,مرايا ابيض
385,321,200,32,SISECAM,150,,4,مرايا ابيض
387,321,200,36,SISECAM,150,,4,مرايا ابيض
4583,321,200,37,SISECAM,150,,4,مرايا ابيض
4845,321,214,,SISECAM,150,,4,مرايا ابيض
4846,321,214,34,SISECAM,150,,4,مرايا ابيض
5227,321,214,39,SISECAM,150,,4,مرايا ابيض
5056,330,214,,JOYO,150,,4,مرايا ابيض
4675,330,214,,Globalstar,150,,4,مرايا ابيض
5057,330,214,36,JOYO,150,,4,مرايا ابيض
4676,330,214,38,Globalstar,150,,4,مرايا ابيض
3305,161,215,,SISECAM,150,,4,مرايا ابيض
1611,321,215,,SISECAM,150,,4,مرايا ابيض
388,321,215,30,SISECAM,150,,4,مرايا ابيض
3449,321,215,31,SISECAM,150,,4,مرايا ابيض
389,321,215,36,SISECAM,150,,4,مرايا ابيض
3306,161,225,,SISECAM,150,,4,مرايا ابيض
1613,321,225,,SISECAM,150,,4,مرايا ابيض
2885,321,225,,AGC,150,,4,مرايا ابيض
4788,321,225,,Saint Gobain,150,,4,مرايا ابيض
2886,321,225,28,SISECAM,150,,4,مرايا ابيض
390,321,225,29,SISECAM,150,,4,مرايا ابيض
4298,321,225,30,SISECAM,150,,4,مرايا ابيض
2884,321,225,32,AGC,150,,4,مرايا ابيض
3566,321,225,33,AGC,150,,4,مرايا ابيض
391,321,225,33,SISECAM,150,,4,مرايا ابيض
4494,321,225,34,SISECAM,150,,4,مرايا ابيض
4862,321,225,38,Saint Gobain,150,,4,مرايا ابيض
4789,321,225,39,Saint Gobain,150,,4,مرايا ابيض
4715,330,225,,Globalstar,150,,4,مرايا ابيض
4716,330,225,36,Globalstar,150,,4,مرايا ابيض
1615,321,245,,SISECAM,150,,4,مرايا ابيض
393,321,245,29,SISECAM,150,,4,مرايا ابيض
4847,321,255,,SISECAM,150,,4,مرايا ابيض
4848,321,255,29,SISECAM,150,,4,مرايا ابيض
2570,,,,,150,,4,مرايا ابيض
1604,244,183,,Qingdao Shining,150,,4,مرايا ابيض
3457,244,183,,Benxi,151,,4,مرايا ابيض
5013,244,183,,JOYO,151,,4,مرايا ابيض
4922,244,183,,RIDER,151,,4,مرايا ابيض
4774,244,183,,Globalstar,151,,4,مرايا ابيض
5014,244,183,54,JOYO,151,,4,مرايا ابيض
3456,244,183,56,Benxi,151,,4,مرايا ابيض
382,244,183,57,Qingdao Shining,151,,4,مرايا ابيض
3583,244,183,59,Qingdao Shining,151,,4,مرايا ابيض
3455,244,183,60,Benxi,151,,4,مرايا ابيض
4923,244,183,60,RIDER,151,,4,مرايا ابيض
4519,244,183,60,Qingdao Shining,151,,4,مرايا ابيض
4775,244,183,60,Globalstar,151,,4,مرايا ابيض
2582,,,,,151,,5,مرايا ابيض
1620,244,183,,Bangmei,151,,5,مرايا ابيض
3041,244,183,,Guardian,152,,5,مرايا ابيض
1618,244,183,,Intex,152,,5,مرايا ابيض
3042,244,183,36,Guardian,152,,5,مرايا ابيض
396,244,183,36,Intex,152,,5,مرايا ابيض
398,244,183,48,Bangmei,152,,5,مرايا ابيض
1621,321,200,,SISECAM,152,,5,مرايا ابيض
399,321,200,25,SISECAM,152,,5,مرايا ابيض
4871,321,200,26,SISECAM,152,,5,مرايا ابيض
5058,330,200,,JOYO,152,,5,مرايا ابيض
5059,330,200,32,JOYO,152,,5,مرايا ابيض
4974,165,214,,Globalstar,152,,5,مرايا ابيض
4975,165,214,30,Globalstar,152,,5,مرايا ابيض
4589,321,214,,SISECAM,152,,5,مرايا ابيض
4495,321,214,23,SISECAM,152,,5,مرايا ابيض
4911,321,214,26,SISECAM,152,,5,مرايا ابيض
4588,321,214,27,SISECAM,152,,5,مرايا ابيض
4912,321,214,30,SISECAM,152,,5,مرايا ابيض
1622,330,214,,Intex,152,,5,مرايا ابيض
5060,330,214,,JOYO,152,,5,مرايا ابيض
4673,330,214,,Globalstar,152,,5,مرايا ابيض
400,330,214,24,Intex,152,,5,مرايا ابيض
4674,330,214,30,Globalstar,152,,5,مرايا ابيض
5061,330,214,30,JOYO,152,,5,مرايا ابيض
1624,321,215,,SISECAM,152,,5,مرايا ابيض
402,321,215,24,SISECAM,152,,5,مرايا ابيض
3307,161,225,,SISECAM,152,,5,مرايا ابيض
2889,321,225,,AGC,152,,5,مرايا ابيض
1594,321,225,,SISECAM,152,,5,مرايا ابيض
4790,321,225,,Saint Gobain,152,,5,مرايا ابيض
372,321,225,22,SISECAM,152,,5,مرايا ابيض
403,321,225,23,SISECAM,152,,5,مرايا ابيض
3351,321,225,24,AGC,152,,5,مرايا ابيض
2888,321,225,26,AGC,152,,5,مرايا ابيض
4496,321,225,27,SISECAM,152,,5,مرايا ابيض
4791,321,225,30,Saint Gobain,152,,5,مرايا ابيض
4863,321,225,31,Saint Gobain,152,,5,مرايا ابيض
5054,330,225,,JOYO,152,,5,مرايا ابيض
4713,330,225,,Globalstar,152,,5,مرايا ابيض
5055,330,225,28,JOYO,152,,5,مرايا ابيض
4714,330,225,29,Globalstar,152,,5,مرايا ابيض
1628,321,250,,SISECAM,152,,5,مرايا ابيض
4603,321,250,20,SISECAM,152,,5,مرايا ابيض
405,321,250,23,SISECAM,152,,5,مرايا ابيض
406,321,250,25,SISECAM,152,,5,مرايا ابيض
4609,321,255,,SISECAM,152,,5,مرايا ابيض
4604,321,255,23,SISECAM,152,,5,مرايا ابيض
1630,321,260,,SISECAM,152,,5,مرايا ابيض
407,321,260,23,SISECAM,152,,5,مرايا ابيض
408,321,260,24,SISECAM,152,,5,مرايا ابيض
2577,,,,,152,,5,مرايا ابيض
1619,244,183,,Qingdao Shining,152,,5,مرايا ابيض
3459,244,183,,Benxi,153,,5,مرايا ابيض
5029,244,183,,Globalstar,153,,5,مرايا ابيض
5015,244,183,,JOYO,153,,5,مرايا ابيض
4924,244,183,,RIDER,153,,5,مرايا ابيض
397,244,183,45,Qingdao Shining,153,,5,مرايا ابيض
5016,244,183,45,JOYO,153,,5,مرايا ابيض
3593,244,183,47,Qingdao Shining,153,,5,مرايا ابيض
3458,244,183,48,Benxi,153,,5,مرايا ابيض
4925,244,183,48,RIDER,153,,5,مرايا ابيض
4554,244,183,48,Qingdao Shining,153,,5,مرايا ابيض
5030,244,183,48,Globalstar,153,,5,مرايا ابيض
2584,,,,,153,,6,مرايا ابيض
3206,244,183,,Guardian,153,,6,مرايا ابيض
1631,244,183,,Intex,154,,6,مرايا ابيض
3205,244,183,30,Guardian,154,,6,مرايا ابيض
409,244,183,35,Intex,154,,6,مرايا ابيض
1632,321,200,,SISECAM,154,,6,مرايا ابيض
410,321,200,21,SISECAM,154,,6,مرايا ابيض
4717,330,200,,Globalstar,154,,6,مرايا ابيض
4718,330,200,26,Globalstar,154,,6,مرايا ابيض
1633,321,210,,SISECAM,154,,6,مرايا ابيض
411,321,210,23,SISECAM,154,,6,مرايا ابيض
1595,321,225,,SISECAM,154,,6,مرايا ابيض
3043,321,225,,Guardian,154,,6,مرايا ابيض
2891,321,225,,AGC,154,,6,مرايا ابيض
4796,321,225,,Saint Gobain,154,,6,مرايا ابيض
373,321,225,18,SISECAM,154,,6,مرايا ابيض
412,321,225,19,SISECAM,154,,6,مرايا ابيض
3044,321,225,20,Guardian,154,,6,مرايا ابيض
2890,321,225,21,AGC,154,,6,مرايا ابيض
3393,321,225,22,AGC,154,,6,مرايا ابيض
4913,321,225,22,SISECAM,154,,6,مرايا ابيض
4797,321,225,26,Saint Gobain,154,,6,مرايا ابيض
4914,321,240,,SISECAM,154,,6,مرايا ابيض
4915,321,240,20,SISECAM,154,,6,مرايا ابيض
1637,321,245,,SISECAM,154,,6,مرايا ابيض
415,321,245,19,SISECAM,154,,6,مرايا ابيض
3004,321,250,,SISECAM,154,,6,مرايا ابيض
3005,321,250,17,SISECAM,154,,6,مرايا ابيض
5098,321,255,,SISECAM,154,,6,مرايا ابيض
5099,321,255,19,SISECAM,154,,6,مرايا ابيض
4916,321,260,,SISECAM,154,,6,مرايا ابيض
4917,321,260,18,SISECAM,154,,6,مرايا ابيض
2588,,,,,154,,8,مرايا ابيض
1639,321,225,,AGC,154,,8,مرايا ابيض
417,321,225,16,AGC,155,,8,مرايا ابيض
2564,,,,,155,,4,مرايا ابيض
2893,321,225,,SISECAM,155,,4,مرايا ابيض
2892,321,225,33,SISECAM,156,,4,مرايا اسود
3744,321,225,34,SISECAM,156,,4,مرايا اسود
1596,330,225,,CHINA,156,,4,مرايا اسود
3656,330,225,34,CHINA,156,,4,مرايا اسود
374,330,225,38,CHINA,156,,4,مرايا اسود
4606,321,255,,SISECAM,156,,4,مرايا اسود
4607,321,255,29,SISECAM,156,,4,مرايا اسود
3690,,,,,156,,5,مرايا اسود
4918,321,225,,SISECAM,156,,5,مرايا اسود
4919,321,225,27,SISECAM,157,,5,مرايا اسود
4600,321,255,,SISECAM,157,,5,مرايا اسود
4599,321,255,23,SISECAM,157,,5,مرايا اسود
2565,,,,,157,,6,مرايا اسود
1597,321,225,,SISECAM,157,,6,مرايا اسود
375,321,225,22,SISECAM,158,,6,مرايا اسود
3417,321,255,,SISECAM,158,,6,مرايا اسود
3418,321,255,19,SISECAM,158,,6,مرايا اسود
2574,,,,,158,,4,مرايا اسود
1614,321,225,,SISECAM,158,,4,مرايا اسود
4348,321,225,,AGC,159,,4,مرايا برونز
4347,321,225,33,AGC,159,,4,مرايا برونز
392,321,225,33,SISECAM,159,,4,مرايا برونز
3487,321,225,34,SISECAM,159,,4,مرايا برونز
2581,,,,,159,,5,مرايا برونز
1626,321,225,,SISECAM,159,,5,مرايا برونز
4357,321,225,,AGC,160,,5,مرايا برونز
4356,321,225,26,AGC,160,,5,مرايا برونز
404,321,225,27,SISECAM,160,,5,مرايا برونز
4339,321,255,,SISECAM,160,,5,مرايا برونز
4331,321,255,23,SISECAM,160,,5,مرايا برونز
2585,,,,,160,,6,مرايا برونز
2895,321,225,,AGC,160,,6,مرايا برونز
1635,321,225,,SISECAM,161,,6,مرايا برونز
413,321,225,18,SISECAM,161,,6,مرايا برونز
2894,321,225,21,AGC,161,,6,مرايا برونز
3397,321,225,22,AGC,161,,6,مرايا برونز
4623,321,225,22,SISECAM,161,,6,مرايا برونز
1636,321,240,,SISECAM,161,,6,مرايا برونز
414,321,240,18,SISECAM,161,,6,مرايا برونز
3139,321,250,,SISECAM,161,,6,مرايا برونز
3138,321,250,20,SISECAM,161,,6,مرايا برونز
4849,321,255,,SISECAM,161,,6,مرايا برونز
4850,321,255,19,SISECAM,161,,6,مرايا برونز
2589,,,,,161,,5,مرايا برونز
1640,330,214,,,161,,5,مرايا برونز
418,330,214,31,,162,,5,مرايا اخضر
3691,,,,,162,,6,مرايا اخضر
3692,,,,,162,,4,مرايا اخضر
2590,,,,,163,,5,مرايا اخضر
1641,330,214,,CHINA,164,,5,مرايا ازرق
419,330,214,31,CHINA,165,,5,مرايا ازرق
3693,,,,,165,,4,مرايا ازرق
2576,,,,,165,,5,مرايا ازرق
1623,330,214,,CHINA,166,,5,مرايا زهر
401,330,214,26,CHINA,167,,5,مرايا زهر
3694,,,,,167,,6,مرايا زهر
3695,,,,,167,,4,مرايا زهر
5003,330,214,,China,168,,4,مرايا زهر
5006,330,214,30,China,169,,4,مرايا ذهبي
5007,330,214,31,China,169,,4,مرايا ذهبي
5004,330,214,38,China,169,,4,مرايا ذهبي
5010,,,,,169,,5,مرايا ذهبي
5008,330,214,,China,169,,5,مرايا ذهبي
5009,330,214,36,China,170,,5,مرايا ذهبي
2586,,,,,170,,6,مرايا ذهبي
1638,321,250,,SISECAM,170,,6,مرايا ذهبي
416,321,250,20,SISECAM,171,,6,مرايا كريتسال ابيض
3002,321,255,,SISECAM,171,,6,مرايا كريتسال ابيض
5189,321,255,,SISECAM,171,,6,مرايا كريتسال ابيض
3003,321,255,19,SISECAM,171,,6,مرايا ابيض
2612,,,,,171,,4,مرايا كريتسال ابيض
1674,330,225,,CHINA,171,,4,مرايا كريتسال ابيض
452,330,225,34,CHINA,172,,4,مرايا معتق - رقم 1
2613,,,,,172,,6,مرايا معتق - رقم 1
4958,330,214,,CHINA,172,,6,مرايا معتق - رقم 1
4957,330,214,25,CHINA,173,,6,مرايا معتق - رقم 1
1675,330,225,,CHINA,173,,6,مرايا معتق - رقم 1
453,330,225,23,CHINA,173,,6,مرايا معتق - رقم 1
2615,,,,,173,,6,مرايا معتق - رقم 1
4960,366,214,,CHINA,173,,6,مرايا معتق - رقم 1
4959,366,214,23,CHINA,174,,6,مرايا معتق - رقم 2
1677,330,225,,CHINA,174,,6,مرايا معتق - رقم 2
455,330,225,23,CHINA,174,,6,مرايا معتق - رقم 2
3481,244,183,,CHINA,174,,6,مرايا معتق - رقم 2
3747,244,183,22,CHINA,174,,6,مرايا معتق - رقم 2
3482,244,183,,CHINA,175,,6,مرايا معتق - رقم 3
3748,244,183,24,CHINA,175,,6,مرايا معتق - رقم 3
4962,330,214,,CHINA,176,,6,مرايا معتق - رقم 4
4961,330,214,25,CHINA,176,,6,مرايا معتق - رقم 4
2614,,,,,177,,6,مرايا معتق - رقم 5
1676,330,225,,CHINA,177,,6,مرايا معتق - رقم 5
454,330,225,23,CHINA,178,,6,مرايا معتق - رقم 6
3480,244,183,,CHINA,178,,6,مرايا معتق - رقم 6
3746,244,183,21,CHINA,178,,6,مرايا معتق - رقم 6
2623,,,,,179,,6,مرايا معتق - رقم 7
1688,321,200,,SISECAM,179,,6,مرايا معتق - رقم 7
1686,321,200,,AGC,180,,6,تريبلكس ابيض
463,321,200,16,AGC,180,,6,تريبلكس ابيض
464,321,200,18,AGC,180,,6,تريبلكس ابيض
465,321,200,21,SISECAM,180,,6,تريبلكس ابيض
466,321,200,23,SISECAM,180,,6,تريبلكس ابيض
1689,321,215,,SISECAM,180,,6,تريبلكس ابيض
467,321,215,22,SISECAM,180,,6,تريبلكس ابيض
1690,321,225,,AGC,180,,6,تريبلكس ابيض
1692,321,225,,SISECAM,180,,6,تريبلكس ابيض
468,321,225,16,AGC,180,,6,تريبلكس ابيض
469,321,225,17,AGC,180,,6,تريبلكس ابيض
456,321,225,18,AGC,180,,6,تريبلكس ابيض
470,321,225,18,SISECAM,180,,6,تريبلكس ابيض
4465,321,225,21,SISECAM,180,,6,تريبلكس ابيض
1695,321,240,,SISECAM,180,,6,تريبلكس ابيض
473,321,240,19,SISECAM,180,,6,تريبلكس ابيض
1696,321,245,,SISECAM,180,,6,تريبلكس ابيض
2908,321,245,17,SISECAM,180,,6,تريبلكس ابيض
474,321,245,19,SISECAM,180,,6,تريبلكس ابيض
1697,321,255,,SISECAM,180,,6,تريبلكس ابيض
475,321,255,16,SISECAM,180,,6,تريبلكس ابيض
4530,321,255,18,SISECAM,180,,6,تريبلكس ابيض
3677,321,225,,SISECAM,180,,6.2,تريبلكس ابيض
3678,321,225,18,SISECAM,180,,6.2,تريبلكس ابيض
2629,,,,,181,,8,تريبلكس ابيض
3076,321,200,,SISECAM,181,,8,تريبلكس ابيض
1698,321,200,,AGC,182,,8,تريبلكس ابيض
476,321,200,14,AGC,182,,8,تريبلكس ابيض
2910,321,200,16,SISECAM,182,,8,تريبلكس ابيض
3629,321,214,,SISECAM,182,,8,تريبلكس ابيض
3630,321,214,18,SISECAM,182,,8,تريبلكس ابيض
1701,321,225,,AGC,182,,8,تريبلكس ابيض
1703,321,225,,Saint Gobain,182,,8,تريبلكس ابيض
2913,321,225,,SISECAM,182,,8,تريبلكس ابيض
3484,321,225,,SISECAM ITALY,182,,8,تريبلكس ابيض
478,321,225,12,AGC,182,,8,تريبلكس ابيض
2909,321,225,13,AGC,182,,8,تريبلكس ابيض
479,321,225,14,AGC,182,,8,تريبلكس ابيض
3483,321,225,14,SISECAM ITALY,182,,8,تريبلكس ابيض
2911,321,225,14,SISECAM,182,,8,تريبلكس ابيض
481,321,225,15,Saint Gobain,182,,8,تريبلكس ابيض
3631,321,225,16,SISECAM,182,,8,تريبلكس ابيض
2915,366,225,,CHINA,182,,8,تريبلكس ابيض
2914,366,225,15,CHINA,182,,8,تريبلكس ابيض
4313,321,240,,SISECAM,182,,8,تريبلكس ابيض
4311,321,240,13,SISECAM,182,,8,تريبلكس ابيض
1706,321,244,,AGC,182,,8,تريبلكس ابيض
483,321,244,8,AGC,182,,8,تريبلكس ابيض
484,321,244,10,AGC,182,,8,تريبلكس ابيض
485,321,244,12,AGC,182,,8,تريبلكس ابيض
486,321,244,13,AGC,182,,8,تريبلكس ابيض
487,321,244,14,AGC,182,,8,تريبلكس ابيض
3227,321,245,,SISECAM,182,,8,تريبلكس ابيض
2912,321,245,13,SISECAM,182,,8,تريبلكس ابيض
1710,321,255,,AGC,182,,8,تريبلكس ابيض
1711,321,255,,SISECAM,182,,8,تريبلكس ابيض
489,321,255,12,SISECAM,182,,8,تريبلكس ابيض
488,321,255,12,AGC,182,,8,تريبلكس ابيض
4531,321,255,13,SISECAM,182,,8,تريبلكس ابيض
5228,321,255,14,SISECAM,182,,8,تريبلكس ابيض
3684,321,275,,SISECAM,182,,8,تريبلكس ابيض
3685,321,275,11,SISECAM,182,,8,تريبلكس ابيض
2632,,,,,182,,8.2,تريبلكس ابيض
1712,321,225,,SISECAM,182,,8.2,تريبلكس ابيض
2916,321,225,13,SISECAM,183,,8.2,تريبلكس ابيض
3651,321,225,14,SISECAM,183,,8.2,تريبلكس ابيض
4991,321,225,15,SISECAM,183,,8.2,تريبلكس ابيض
2918,321,255,,SISECAM,183,,8.2,تريبلكس ابيض
2917,321,255,12,SISECAM,183,,8.2,تريبلكس ابيض
4992,321,255,13,SISECAM,183,,8.2,تريبلكس ابيض
2636,,,,,183,,10,تريبلكس ابيض
1714,321,200,,SISECAM,183,,10,تريبلكس ابيض
491,321,200,12,SISECAM,184,,10,تريبلكس ابيض
492,321,200,14,SISECAM,184,,10,تريبلكس ابيض
1715,321,215,,SISECAM,184,,10,تريبلكس ابيض
493,321,215,12,SISECAM,184,,10,تريبلكس ابيض
1680,321,225,,SISECAM,184,,10,تريبلكس ابيض
2921,321,225,,AGC,184,,10,تريبلكس ابيض
1716,321,225,,Pilkington,184,,10,تريبلكس ابيض
2920,321,225,9,AGC,184,,10,تريبلكس ابيض
2919,321,225,10,AGC,184,,10,تريبلكس ابيض
494,321,225,11,Pilkington,184,,10,تريبلكس ابيض
457,321,225,11,SISECAM,184,,10,تريبلكس ابيض
458,321,225,12,SISECAM,184,,10,تريبلكس ابيض
4532,321,225,13,SISECAM,184,,10,تريبلكس ابيض
1511,366,225,,XYG,184,,10,تريبلكس ابيض
289,366,225,11,XYG,184,,10,تريبلكس ابيض
1512,321,240,,Pilkington,184,,10,تريبلكس ابيض
3669,321,240,,SISECAM,184,,10,تريبلكس ابيض
290,321,240,10,Pilkington,184,,10,تريبلكس ابيض
3668,321,240,11,SISECAM,184,,10,تريبلكس ابيض
1513,321,245,,SISECAM,184,,10,تريبلكس ابيض
291,321,245,11,SISECAM,184,,10,تريبلكس ابيض
3112,321,255,,SISECAM,184,,10,تريبلكس ابيض
3113,321,255,10,SISECAM,184,,10,تريبلكس ابيض
5229,321,255,11,SISECAM,184,,10,تريبلكس ابيض
1515,321,260,,SISECAM,184,,10,تريبلكس ابيض
1514,321,260,,AGC,184,,10,تريبلكس ابيض
292,321,260,10,AGC,184,,10,تريبلكس ابيض
293,321,260,11,SISECAM,184,,10,تريبلكس ابيض
3716,321,255,,,184,,10.2,تريبلكس ابيض
2923,321,225,,SISECAM,184,,10.2,تريبلكس ابيض
2922,321,225,11,SISECAM,185,,10.2,تريبلكس ابيض
3116,321,255,,SISECAM,185,,10.2,تريبلكس ابيض
4308,321,255,9,SISECAM,185,,10.2,تريبلكس ابيض
3117,321,255,10,SISECAM,185,,10.2,تريبلكس ابيض
3571,434,258,,,185,,10.2,تريبلكس ابيض
2641,,,,,185,,12,تريبلكس ابيض
